gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;No;No;Yes;5;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);2035;122;No
Male;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);95;66029;No
Male;No;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);744;17129;No
Female;Yes;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);7845;568225;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;743;743;No
Male;No;Yes;No;70;No;No;DSL;No;Yes;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);5105;363515;No
Female;No;Yes;Yes;36;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);192;7029;No
Female;Yes;No;No;38;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9955;373425;Yes
Female;No;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70;11445;Yes
Female;No;Yes;Yes;41;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1091;445425;No
Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;453;453;Yes
Male;No;No;No;2;No;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);2985;756;Yes
Male;No;No;No;14;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;7645;111755;No
Male;Yes;No;No;2;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);951;18025;Yes
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;198;198;Yes
Male;No;Yes;Yes;13;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;728;93005;No
Male;No;No;No;6;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1895;11015;No
Female;No;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7665;3336;Yes
Female;No;Yes;Yes;5;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;9915;46505;Yes
Female;No;Yes;No;15;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10175;16694;No
Female;No;No;No;47;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);7545;35451;No
Female;No;No;No;8;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;641;50405;No
Male;No;No;No;17;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2565;4402;No
Male;No;Yes;Yes;15;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;751;115155;No
Female;No;No;No;26;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);9585;247535;No
Female;No;No;No;23;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;544;124925;No
Female;Yes;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;7275;31775;No
Male;No;No;Yes;29;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1985;53505;No
Female;No;No;No;25;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1905;4613;No
Male;No;No;No;9;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4495;431;Yes
Male;No;Yes;No;18;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;4955;87835;Yes
Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9485;33575;No
Female;No;Yes;Yes;69;No;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);4625;31214;No
Male;No;No;No;14;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1935;3248;No
Male;No;No;No;19;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;696;139455;No
Male;Yes;No;No;39;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;907;341325;No
Male;No;No;No;31;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1014;314365;No
Male;No;Yes;Yes;24;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;2025;43975;No
Male;No;Yes;No;14;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);488;6644;No
Female;No;Yes;No;64;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;7435;475955;No
Female;No;No;No;50;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;1935;1033;No
Male;No;Yes;Yes;52;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Electronic check;6875;348285;No
Male;No;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;1002;268845;No
Female;No;No;No;21;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);2085;43525;No
Male;No;No;Yes;25;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;959;244875;Yes
Female;No;Yes;No;17;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1935;307;No
Male;No;Yes;No;58;No;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);45;268935;No
Male;Yes;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);815;13292;Yes
Female;No;Yes;No;51;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;255;128125;No
Male;No;Yes;Yes;72;No;No;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check;489;3527;No
Male;No;Yes;No;52;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;841;434865;Yes
Female;No;No;No;27;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;196;56115;No
Female;No;No;No;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20;636;No
Female;No;Yes;No;64;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;813;51293;No
Female;No;Yes;No;45;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);952;42858;No
Male;Yes;Yes;No;3;No;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;3645;937;Yes
Female;No;Yes;No;71;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);833;58945;No
Female;Yes;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;2505;2505;Yes
Female;No;Yes;Yes;58;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);203;116075;No
Male;No;Yes;Yes;34;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8985;309175;No
Female;No;No;No;8;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;4985;36555;Yes
Female;No;Yes;Yes;15;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;198;27295;No
Male;No;Yes;Yes;66;No;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);5465;3632;No
Male;Yes;No;No;12;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);2935;3812;No
Male;No;No;No;58;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);1915;10355;No
Female;No;Yes;Yes;3;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;191;52;No
Female;Yes;Yes;No;43;No;No;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);5555;23422;Yes
Female;No;No;No;9;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;8055;6539;No
Female;No;No;No;3;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;2025;712;No
Female;No;Yes;Yes;22;Yes;No;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);695;14982;Yes
Male;No;Yes;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);106;417865;No
Female;No;No;No;68;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);255;18218;No
Male;No;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1043;527815;Yes
Female;No;No;No;50;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;796;40242;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;5525;5525;No
Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8805;65208;No
Male;No;No;Yes;40;Yes;No;No;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);204;8549;No
Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1176;83089;No
Female;No;No;No;6;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20;1092;No
Female;No;No;No;5;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);1965;9205;No
Male;No;Yes;No;48;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);7055;34205;No
Female;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9385;9385;Yes
Female;No;Yes;Yes;64;Yes;No;DSL;Yes;No;No;Yes;Yes;No;One year;No;Mailed check;658;4068;No
Female;No;No;No;17;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);2005;3379;No
Male;No;Yes;No;40;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;80;316875;No
Female;No;Yes;Yes;41;No;No;DSL;Yes;No;Yes;No;No;No;One year;No;Credit card (automatic);354;14124;No
Male;Yes;No;No;51;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);796;39747;No
Male;No;Yes;No;41;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8025;3439;No
Female;No;Yes;Yes;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;5045;5045;Yes
Female;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2045;4245;No
Male;No;No;No;68;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Credit card (automatic);796;546145;No
Female;No;Yes;Yes;24;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;247;57175;No
Male;No;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);773;54982;No
Male;No;No;No;3;No;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;2975;9685;No
Male;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);449;11105;No
Male;No;Yes;No;3;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);298;944;No
Female;No;No;No;7;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;7465;5211;Yes
Female;No;No;No;13;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;7195;92385;No
Male;No;No;No;7;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2075;1411;No
Male;No;Yes;Yes;12;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;563;62865;No
Male;No;Yes;Yes;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10525;55763;No
Female;No;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;942;10461;Yes
Male;No;Yes;Yes;63;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1955;12456;No
Female;No;No;No;15;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Mailed check;8445;128785;No
Male;No;Yes;Yes;36;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Mailed check;5365;193935;No
Male;Yes;Yes;No;4;No;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;299;11825;No
Female;No;Yes;Yes;24;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;197;45255;No
Female;No;No;No;61;No;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Credit card (automatic);437;269655;No
Male;No;No;No;16;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;553;87535;No
Male;No;Yes;Yes;65;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);1985;126705;No
Female;No;Yes;Yes;26;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);1965;4949;No
Male;No;No;No;16;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;4945;799;No
Female;No;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);10655;57633;Yes
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;201;201;Yes
Male;No;No;Yes;5;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;2045;1069;No
Female;No;No;No;19;No;No;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;397;71005;No
Male;No;No;No;10;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);545;5682;No
Female;No;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;838;190025;Yes
Male;No;No;No;3;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;5515;15915;Yes
Female;No;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1116;801275;No
Male;Yes;Yes;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8665;85665;Yes
Female;No;Yes;Yes;10;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;5555;5513;No
Male;No;Yes;No;11;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;2055;18495;No
Female;Yes;No;No;37;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10675;405675;Yes
Male;No;Yes;Yes;17;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;621;109665;No
Female;No;Yes;Yes;36;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1045;368495;No
Male;Yes;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1018;175245;No
Female;Yes;Yes;Yes;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1106;721085;No
Male;No;Yes;Yes;61;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);849;52645;No
Male;No;No;No;22;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;932;21573;No
Male;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;244;244;No
Female;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);7055;43395;No
Male;No;No;No;31;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;7845;243515;Yes
Female;No;Yes;Yes;68;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85;560775;No
Female;No;Yes;Yes;34;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;8745;287415;Yes
Female;No;Yes;Yes;52;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);858;44333;No
Female;No;No;Yes;10;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;911;96435;No
Male;No;Yes;Yes;29;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7075;19748;Yes
Female;No;Yes;Yes;72;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);201;146085;No
Male;No;Yes;Yes;47;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;2005;95155;No
Male;No;Yes;Yes;24;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;No;Mailed check;748;18212;No
Male;No;No;No;65;Yes;Yes;No;No;No;No;No;No;No;One year;No;Credit card (automatic);248;160095;No
Female;No;No;No;4;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;10085;39925;No
Male;Yes;Yes;No;12;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10135;121855;Yes
Male;No;No;No;1;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;817;817;Yes
Male;No;No;No;33;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6825;217115;Yes
Female;No;No;No;34;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1051;36348;No
Female;No;Yes;No;14;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;204;2924;No
Female;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7915;31725;Yes
Male;No;Yes;Yes;13;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;20;21855;No
Female;No;Yes;Yes;65;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);794;50719;No
Male;No;Yes;Yes;23;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);572;142335;No
Male;No;Yes;No;55;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Electronic check;586;30686;No
Male;No;Yes;No;49;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;948;469065;No
Male;No;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);1025;61576;No
Female;No;Yes;Yes;69;Yes;No;No;No;No;No;No;No;No;One year;Yes;Credit card (automatic);2035;144265;No
Male;No;No;No;40;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;849;336905;No
Male;No;Yes;No;67;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);692;467165;No
Male;Yes;No;No;35;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9545;347405;Yes
Male;No;Yes;Yes;19;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;10095;187555;Yes
Female;No;Yes;Yes;13;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;2085;27235;No
Female;No;No;Yes;41;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);885;364505;No
Female;No;No;No;4;No;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;35;13575;No
Female;No;Yes;Yes;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;5515;131985;No
Female;No;No;No;5;No;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);5095;2294;No
Female;No;No;No;5;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;64;37025;No
Female;No;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;691;691;Yes
Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);802;57142;No
Female;No;No;No;24;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);493;123325;No
Female;No;Yes;No;42;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8435;35716;No
Female;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2005;833;No
Male;No;No;No;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1172;803595;No
Female;No;Yes;Yes;33;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;201;5794;No
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;696;696;Yes
Male;No;No;No;31;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10345;306645;Yes
Female;No;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);7795;30555;Yes
Male;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10995;763425;No
Male;Yes;No;No;38;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9475;3653;No
Female;No;Yes;Yes;3;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;80;2413;No
Female;No;Yes;Yes;48;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;7965;38703;No
Female;No;Yes;No;15;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;252;3879;No
Female;No;No;No;25;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);199;5275;No
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;7845;7845;Yes
Female;No;No;No;48;No;No;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;448;210455;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;203;203;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;192;192;No
Female;No;No;No;37;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;8005;30191;No
Male;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);10735;705195;No
Female;No;Yes;No;26;No;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);4785;11905;No
Male;No;Yes;No;63;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);708;44488;No
Male;No;No;No;10;No;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;295;25525;Yes
Female;No;No;No;2;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;7075;1469;Yes
Male;Yes;Yes;No;18;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);591;101105;No
Female;No;Yes;No;64;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;2555;171495;No
Female;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8445;7625;Yes
Female;No;No;Yes;28;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2025;53535;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;7555;7555;No
Male;No;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8565;3389;Yes
Male;Yes;No;No;38;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);7015;249735;Yes
Male;No;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Electronic check;953;62734;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7025;7025;No
Female;No;Yes;No;18;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;503;90875;No
Male;Yes;No;No;51;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;978;49133;Yes
Male;No;Yes;Yes;0;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1985;;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;463;463;Yes
Male;No;No;Yes;12;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);1935;2123;No
Female;No;No;No;41;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1063;444345;Yes
Male;No;No;No;12;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;25;3162;No
Female;No;Yes;Yes;55;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;203;107905;No
Female;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7535;56465;No
Female;No;No;No;12;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;894;109565;Yes
Female;No;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88;61619;No
Female;Yes;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8315;44605;Yes
Female;Yes;No;No;49;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;438;210605;No
Male;No;No;No;40;No;No;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);6205;251155;No
Female;No;No;No;16;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);201;3186;No
Male;No;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7415;8118;Yes
Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10135;732315;No
